dependent_upos,head_upos,direction,distance_bucket,base_deprel,yue_count,zh_count,yue_per_1000_tokens,zh_per_1000_tokens,absolute_rate_difference
NOUN,NOUN,head_left,6+,parataxis,3,4,0.2727024815925825,0.5092946269416858,0.23659214534910333
NOUN,NOUN,head_right,6+,compound,3,4,0.2727024815925825,0.5092946269416858,0.23659214534910333
PROPN,PROPN,head_left,1-2,conj,3,4,0.2727024815925825,0.5092946269416858,0.23659214534910333
VERB,VERB,head_right,3-5,csubj,3,4,0.2727024815925825,0.5092946269416858,0.23659214534910333
ADV,NOUN,head_right,1-2,amod,4,1,0.36360330879011,0.12732365673542145,0.23627965205468854
DET,VERB,head_right,1-2,det,4,1,0.36360330879011,0.12732365673542145,0.23627965205468854
NOUN,ADJ,head_right,6+,nsubj,4,1,0.36360330879011,0.12732365673542145,0.23627965205468854
NOUN,NOUN,head_right,6+,nmod,4,1,0.36360330879011,0.12732365673542145,0.23627965205468854
NOUN,VERB,head_left,6+,ccomp,4,1,0.36360330879011,0.12732365673542145,0.23627965205468854
PART,VERB,head_left,1-2,case,4,1,0.36360330879011,0.12732365673542145,0.23627965205468854
PART,NOUN,head_left,1-2,case,76,56,6.90846286701209,7.1301247771836005,0.2216619101715107
ADJ,VERB,head_left,3-5,ccomp,6,6,0.545404963185165,0.7639419404125286,0.21853697722736365
PRON,ADJ,head_right,1-2,nsubj,6,6,0.545404963185165,0.7639419404125286,0.21853697722736365
ADJ,NOUN,head_right,1-2,compound,2,3,0.181801654395055,0.3819709702062643,0.2001693158112093
ADJ,VERB,head_right,3-5,advmod,2,3,0.181801654395055,0.3819709702062643,0.2001693158112093
ADP,ADJ,head_right,1-2,case,2,3,0.181801654395055,0.3819709702062643,0.2001693158112093
CCONJ,PROPN,head_right,1-2,cc,2,3,0.181801654395055,0.3819709702062643,0.2001693158112093
NOUN,NOUN,head_left,3-5,appos,2,3,0.181801654395055,0.3819709702062643,0.2001693158112093
PUNCT,PRON,head_left,6+,punct,2,3,0.181801654395055,0.3819709702062643,0.2001693158112093
VERB,NOUN,head_right,6+,advcl,2,3,0.181801654395055,0.3819709702062643,0.2001693158112093
NOUN,NOUN,head_left,6+,appos,5,2,0.4545041359876375,0.2546473134708429,0.1998568225167946
PART,VERB,head_right,1-2,mark,5,2,0.4545041359876375,0.2546473134708429,0.1998568225167946
PRON,ADJ,head_right,3-5,nsubj,5,2,0.4545041359876375,0.2546473134708429,0.1998568225167946
PUNCT,NUM,head_left,1-2,punct,5,2,0.4545041359876375,0.2546473134708429,0.1998568225167946
VERB,ADJ,head_right,3-5,advcl,5,2,0.4545041359876375,0.2546473134708429,0.1998568225167946
ADV,NOUN,head_right,1-2,advmod,19,15,1.7271157167530224,1.9098548510313216,0.18273913427829913
ADP,VERB,head_left,1-2,mark,5,5,0.4545041359876375,0.6366182836771072,0.18211414768946965
AUX,PRON,head_right,1-2,cop,5,5,0.4545041359876375,0.6366182836771072,0.18211414768946965
NUM,NOUN,head_left,1-2,conj,5,5,0.4545041359876375,0.6366182836771072,0.18211414768946965
ADJ,ADJ,head_right,1-2,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
ADJ,ADJ,head_right,3-5,advcl,2,0,0.181801654395055,0.0,0.181801654395055
ADJ,VERB,head_left,1-2,advmod,2,0,0.181801654395055,0.0,0.181801654395055
ADJ,VERB,head_right,3-5,obl,2,0,0.181801654395055,0.0,0.181801654395055
ADP,NOUN,head_right,3-5,acl,2,0,0.181801654395055,0.0,0.181801654395055
ADP,VERB,head_right,1-2,advcl,2,0,0.181801654395055,0.0,0.181801654395055
ADP,VERB,head_right,6+,case,2,0,0.181801654395055,0.0,0.181801654395055
ADV,ADV,head_right,6+,advmod,2,0,0.181801654395055,0.0,0.181801654395055
ADV,AUX,head_right,3-5,advmod,2,0,0.181801654395055,0.0,0.181801654395055
ADV,VERB,head_left,6+,conj,2,0,0.181801654395055,0.0,0.181801654395055
ADV,VERB,head_right,1-2,mark,2,0,0.181801654395055,0.0,0.181801654395055
AUX,ADV,head_right,1-2,cop,2,0,0.181801654395055,0.0,0.181801654395055
AUX,AUX,head_right,3-5,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
CCONJ,ADJ,head_right,6+,advmod,2,0,0.181801654395055,0.0,0.181801654395055
CCONJ,PROPN,head_left,1-2,cc,2,0,0.181801654395055,0.0,0.181801654395055
DET,VERB,head_right,3-5,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
INTJ,DET,head_left,3-5,discourse,2,0,0.181801654395055,0.0,0.181801654395055
INTJ,NOUN,head_right,1-2,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
INTJ,NOUN,head_right,6+,discourse,2,0,0.181801654395055,0.0,0.181801654395055
INTJ,PROPN,head_left,1-2,discourse,2,0,0.181801654395055,0.0,0.181801654395055
INTJ,VERB,head_right,1-2,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,ADV,head_right,1-2,nsubj,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,AUX,head_left,1-2,obj,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,AUX,head_left,6+,obj,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,NOUN,head_right,1-2,amod,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,NOUN,head_right,6+,clf,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,NOUN,head_right,6+,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,NUM,head_right,1-2,compound,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,PRON,head_left,1-2,appos,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,PRON,head_left,6+,appos,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,PROPN,head_right,1-2,clf,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,PROPN,head_right,6+,nsubj,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,VERB,head_left,1-2,case,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,VERB,head_left,1-2,ccomp,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,VERB,head_left,1-2,xcomp,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,VERB,head_left,3-5,nsubj,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,VERB,head_right,3-5,nmod,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,VERB,head_right,3-5,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,VERB,head_right,6+,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
PART,ADJ,head_left,6+,discourse,2,0,0.181801654395055,0.0,0.181801654395055
PART,ADP,head_left,1-2,mark,2,0,0.181801654395055,0.0,0.181801654395055
PART,DET,head_left,3-5,case,2,0,0.181801654395055,0.0,0.181801654395055
PART,NOUN,head_right,1-2,compound,2,0,0.181801654395055,0.0,0.181801654395055
PART,PRON,head_left,3-5,case,2,0,0.181801654395055,0.0,0.181801654395055
PRON,ADJ,head_left,3-5,nsubj,2,0,0.181801654395055,0.0,0.181801654395055
PRON,NOUN,head_right,3-5,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
PRON,PRON,head_right,3-5,nsubj,2,0,0.181801654395055,0.0,0.181801654395055
PRON,VERB,head_left,6+,conj,2,0,0.181801654395055,0.0,0.181801654395055
PROPN,VERB,head_left,1-2,compound,2,0,0.181801654395055,0.0,0.181801654395055
PROPN,VERB,head_left,6+,obj,2,0,0.181801654395055,0.0,0.181801654395055
PUNCT,ADP,head_left,1-2,punct,2,0,0.181801654395055,0.0,0.181801654395055
PUNCT,ADV,head_right,6+,punct,2,0,0.181801654395055,0.0,0.181801654395055
SCONJ,PRON,head_right,1-2,mark,2,0,0.181801654395055,0.0,0.181801654395055
VERB,ADV,head_left,3-5,parataxis,2,0,0.181801654395055,0.0,0.181801654395055
VERB,AUX,head_left,3-5,ccomp,2,0,0.181801654395055,0.0,0.181801654395055
VERB,AUX,head_left,6+,conj,2,0,0.181801654395055,0.0,0.181801654395055
VERB,NOUN,head_right,3-5,reparandum,2,0,0.181801654395055,0.0,0.181801654395055
VERB,PRON,head_left,6+,ccomp,2,0,0.181801654395055,0.0,0.181801654395055
VERB,PRON,head_right,1-2,acl,2,0,0.181801654395055,0.0,0.181801654395055
VERB,VERB,head_left,3-5,discourse,2,0,0.181801654395055,0.0,0.181801654395055
VERB,VERB,head_left,6+,compound,2,0,0.181801654395055,0.0,0.181801654395055
NOUN,VERB,head_left,3-5,obl,16,10,1.45441323516044,1.2732365673542143,0.18117666780622566
ADV,VERB,head_right,6+,advmod,64,47,5.81765294064176,5.984211866564808,0.16655892592304777
NOUN,NOUN,head_right,3-5,compound,15,12,1.3635124079629124,1.5278838808250572,0.16437147286214482
ADP,VERB,head_right,3-5,case,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
ADV,NOUN,head_left,1-2,advmod,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
ADV,NUM,head_right,1-2,advmod,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
AUX,NOUN,head_right,6+,aux,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
DET,VERB,head_left,1-2,obj,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
NOUN,ADV,head_right,1-2,obl,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
NOUN,NOUN,head_left,1-2,appos,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
NOUN,NOUN,head_left,1-2,clf,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
NOUN,NOUN,head_left,3-5,parataxis,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
NOUN,PRON,head_right,1-2,nsubj,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
NOUN,VERB,head_left,3-5,conj,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
NOUN,VERB,head_left,6+,obl,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
PART,DET,head_left,1-2,discourse,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
PART,VERB,head_left,6+,mark,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
VERB,ADJ,head_left,1-2,parataxis,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
VERB,ADJ,head_right,3-5,csubj,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
VERB,VERB,head_left,1-2,acl,1,2,0.0909008271975275,0.2546473134708429,0.1637464862733154
PUNCT,CCONJ,head_left,1-2,punct,6,3,0.545404963185165,0.3819709702062643,0.16343399297890066
PRON,VERB,head_right,6+,nsubj,20,13,1.81801654395055,1.6552075375604787,0.16280900639007134
CCONJ,VERB,head_right,1-2,cc,18,14,1.6362148895554949,1.7825311942959001,0.14631630474040525
AUX,ADJ,head_right,1-2,cop,11,9,0.9999090991728025,1.145912910618793,0.14600381144599062
AUX,PROPN,head_right,1-2,cop,4,4,0.36360330879011,0.5092946269416858,0.14569131815157582
NOUN,NOUN,head_right,6+,nsubj,4,4,0.36360330879011,0.5092946269416858,0.14569131815157582
PROPN,NOUN,head_right,1-2,nmod,4,4,0.36360330879011,0.5092946269416858,0.14569131815157582
VERB,NOUN,head_left,3-5,conj,4,4,0.36360330879011,0.5092946269416858,0.14569131815157582
ADJ,ADJ,head_left,6+,conj,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
ADV,PROPN,head_right,3-5,advmod,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
ADV,VERB,head_left,1-2,compound,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
CCONJ,NUM,head_right,1-2,cc,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
NOUN,ADP,head_left,1-2,obj,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
NOUN,NOUN,head_right,6+,vocative,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
NOUN,VERB,head_right,1-2,compound,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
NOUN,VERB,head_right,6+,dislocated,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
PRON,NOUN,head_right,3-5,compound,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
PRON,VERB,head_left,1-2,nsubj,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
VERB,ADJ,head_left,3-5,parataxis,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
VERB,NOUN,head_left,6+,conj,3,1,0.2727024815925825,0.12732365673542145,0.14537882485716103
AUX,NOUN,head_right,6+,cop,10,6,0.909008271975275,0.7639419404125286,0.1450663315627464
PRON,VERB,head_left,1-2,obj,157,111,14.271429870011817,14.13292589763178,0.1385039723800361
NOUN,NOUN,head_right,1-2,obl,7,6,0.6363057903826925,0.7639419404125286,0.12763615002983608
ADJ,ADJ,head_left,1-2,amod,0,1,0.0,0.12732365673542145,0.12732365673542145
ADJ,ADV,head_right,1-2,advmod,0,1,0.0,0.12732365673542145,0.12732365673542145
ADJ,AUX,head_left,6+,parataxis,0,1,0.0,0.12732365673542145,0.12732365673542145
ADJ,NOUN,head_left,1-2,parataxis,0,1,0.0,0.12732365673542145,0.12732365673542145
ADJ,PRON,head_left,1-2,appos,0,1,0.0,0.12732365673542145,0.12732365673542145
ADJ,PRON,head_right,1-2,acl,0,1,0.0,0.12732365673542145,0.12732365673542145
ADJ,PROPN,head_left,3-5,parataxis,0,1,0.0,0.12732365673542145,0.12732365673542145
ADJ,PROPN,head_right,3-5,amod,0,1,0.0,0.12732365673542145,0.12732365673542145
ADJ,VERB,head_right,1-2,csubj,0,1,0.0,0.12732365673542145,0.12732365673542145
ADP,NOUN,head_right,1-2,mark,0,1,0.0,0.12732365673542145,0.12732365673542145
ADP,PRON,head_right,6+,case,0,1,0.0,0.12732365673542145,0.12732365673542145
ADP,VERB,head_left,1-2,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
ADV,ADV,head_right,3-5,discourse,0,1,0.0,0.12732365673542145,0.12732365673542145
ADV,DET,head_right,1-2,advmod,0,1,0.0,0.12732365673542145,0.12732365673542145
ADV,NOUN,head_left,6+,acl,0,1,0.0,0.12732365673542145,0.12732365673542145
ADV,PRON,head_right,6+,advmod,0,1,0.0,0.12732365673542145,0.12732365673542145
ADV,VERB,head_right,1-2,obl,0,1,0.0,0.12732365673542145,0.12732365673542145
ADV,VERB,head_right,6+,advcl,0,1,0.0,0.12732365673542145,0.12732365673542145
AUX,NOUN,head_left,1-2,acl,0,1,0.0,0.12732365673542145,0.12732365673542145
AUX,PROPN,head_right,1-2,aux,0,1,0.0,0.12732365673542145,0.12732365673542145
AUX,VERB,head_left,1-2,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
AUX,VERB,head_right,1-2,xcomp,0,1,0.0,0.12732365673542145,0.12732365673542145
AUX,VERB,head_right,3-5,ccomp,0,1,0.0,0.12732365673542145,0.12732365673542145
AUX,VERB,head_right,3-5,cop,0,1,0.0,0.12732365673542145,0.12732365673542145
AUX,VERB,head_right,6+,advcl,0,1,0.0,0.12732365673542145,0.12732365673542145
CCONJ,ADJ,head_right,3-5,advmod,0,1,0.0,0.12732365673542145,0.12732365673542145
CCONJ,ADJ,head_right,3-5,cc,0,1,0.0,0.12732365673542145,0.12732365673542145
CCONJ,ADV,head_right,1-2,advmod,0,1,0.0,0.12732365673542145,0.12732365673542145
CCONJ,DET,head_right,1-2,cc,0,1,0.0,0.12732365673542145,0.12732365673542145
CCONJ,PROPN,head_right,6+,advmod,0,1,0.0,0.12732365673542145,0.12732365673542145
CCONJ,VERB,head_left,1-2,cc,0,1,0.0,0.12732365673542145,0.12732365673542145
CCONJ,VERB,head_left,3-5,cc,0,1,0.0,0.12732365673542145,0.12732365673542145
DET,ADJ,head_right,1-2,det,0,1,0.0,0.12732365673542145,0.12732365673542145
DET,NOUN,head_right,1-2,amod,0,1,0.0,0.12732365673542145,0.12732365673542145
DET,NOUN,head_right,1-2,nmod,0,1,0.0,0.12732365673542145,0.12732365673542145
DET,NOUN,head_right,1-2,nsubj,0,1,0.0,0.12732365673542145,0.12732365673542145
DET,NOUN,head_right,3-5,amod,0,1,0.0,0.12732365673542145,0.12732365673542145
DET,NUM,head_right,1-2,det,0,1,0.0,0.12732365673542145,0.12732365673542145
DET,ROOT,ROOT,ROOT,root,0,1,0.0,0.12732365673542145,0.12732365673542145
DET,VERB,head_left,3-5,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
DET,VERB,head_right,3-5,discourse,0,1,0.0,0.12732365673542145,0.12732365673542145
INTJ,ADJ,head_left,3-5,discourse,0,1,0.0,0.12732365673542145,0.12732365673542145
INTJ,AUX,head_right,1-2,discourse,0,1,0.0,0.12732365673542145,0.12732365673542145
INTJ,PRON,head_right,3-5,discourse,0,1,0.0,0.12732365673542145,0.12732365673542145
INTJ,VERB,head_left,3-5,parataxis,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,ADJ,head_left,3-5,parataxis,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,ADJ,head_left,6+,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,ADV,head_left,1-2,clf,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,ADV,head_left,1-2,obj,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,NOUN,head_left,3-5,advcl,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,NOUN,head_right,1-2,acl,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,NOUN,head_right,1-2,advcl,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,NUM,head_left,6+,appos,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PRON,head_left,1-2,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PRON,head_left,1-2,flat,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PRON,head_right,1-2,clf,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PRON,head_right,1-2,obl,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PRON,head_right,3-5,obl,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PROPN,head_left,3-5,case,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PROPN,head_left,6+,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PROPN,head_right,1-2,compound,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PROPN,head_right,1-2,nmod,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,PROPN,head_right,3-5,compound,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,VERB,head_right,3-5,compound,0,1,0.0,0.12732365673542145,0.12732365673542145
NOUN,VERB,head_right,6+,ccomp,0,1,0.0,0.12732365673542145,0.12732365673542145
NUM,NUM,head_left,1-2,clf,0,1,0.0,0.12732365673542145,0.12732365673542145
NUM,NUM,head_left,3-5,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
NUM,VERB,head_left,1-2,nummod,0,1,0.0,0.12732365673542145,0.12732365673542145
NUM,VERB,head_right,1-2,nummod,0,1,0.0,0.12732365673542145,0.12732365673542145
PART,ADV,head_left,3-5,mark,0,1,0.0,0.12732365673542145,0.12732365673542145
PART,NOUN,head_left,6+,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
PART,NOUN,head_right,6+,case,0,1,0.0,0.12732365673542145,0.12732365673542145
PART,PRON,head_left,1-2,mark,0,1,0.0,0.12732365673542145,0.12732365673542145
PRON,ADJ,head_left,1-2,obj,0,1,0.0,0.12732365673542145,0.12732365673542145
PRON,ADJ,head_right,1-2,obl,0,1,0.0,0.12732365673542145,0.12732365673542145
PRON,PROPN,head_left,3-5,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
PRON,PROPN,head_right,6+,nsubj,0,1,0.0,0.12732365673542145,0.12732365673542145
PROPN,ADV,head_right,3-5,nsubj,0,1,0.0,0.12732365673542145,0.12732365673542145
PROPN,VERB,head_left,1-2,xcomp,0,1,0.0,0.12732365673542145,0.12732365673542145
PROPN,VERB,head_right,6+,obj,0,1,0.0,0.12732365673542145,0.12732365673542145
PUNCT,ADP,head_left,6+,punct,0,1,0.0,0.12732365673542145,0.12732365673542145
PUNCT,CCONJ,head_right,1-2,punct,0,1,0.0,0.12732365673542145,0.12732365673542145
SCONJ,ADJ,head_right,1-2,mark,0,1,0.0,0.12732365673542145,0.12732365673542145
SCONJ,VERB,head_left,1-2,discourse,0,1,0.0,0.12732365673542145,0.12732365673542145
SYM,PROPN,head_right,1-2,cc,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,ADJ,head_left,1-2,acl,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,ADJ,head_left,3-5,xcomp,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,ADJ,head_right,1-2,nsubj,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,ADJ,head_right,3-5,nsubj,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,ADV,head_left,3-5,advcl,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,ADV,head_left,6+,parataxis,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,AUX,head_left,1-2,xcomp,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,NOUN,head_left,1-2,advcl,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,NOUN,head_right,1-2,advcl,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,NOUN,head_right,3-5,nsubj,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,PRON,head_left,3-5,conj,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,PROPN,head_right,1-2,case,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,PROPN,head_right,6+,csubj,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,VERB,head_left,1-2,parataxis,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,VERB,head_left,3-5,acl,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,VERB,head_left,3-5,appos,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,VERB,head_right,1-2,csubj,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,VERB,head_right,1-2,nsubj,0,1,0.0,0.12732365673542145,0.12732365673542145
VERB,VERB,head_right,3-5,obj,0,1,0.0,0.12732365673542145,0.12732365673542145
PRON,NOUN,head_right,1-2,compound,7,4,0.6363057903826925,0.5092946269416858,0.1270111634410067
NOUN,NOUN,head_left,6+,conj,14,9,1.272611580765385,1.145912910618793,0.12669867014659197
VERB,VERB,head_left,6+,xcomp,14,9,1.272611580765385,1.145912910618793,0.12669867014659197
CCONJ,VERB,head_right,6+,advmod,17,13,1.5453140623579675,1.6552075375604787,0.10989347520251114
SCONJ,VERB,head_right,3-5,mark,17,13,1.5453140623579675,1.6552075375604787,0.10989347520251114
ADV,PROPN,head_right,1-2,advmod,3,3,0.2727024815925825,0.3819709702062643,0.10926848861368182
PART,ADJ,head_left,1-2,case,4,2,0.36360330879011,0.2546473134708429,0.10895599531926708
PRON,VERB,head_right,1-2,obj,4,2,0.36360330879011,0.2546473134708429,0.10895599531926708
PUNCT,AUX,head_left,6+,punct,4,2,0.36360330879011,0.2546473134708429,0.10895599531926708
CCONJ,VERB,head_right,3-5,advmod,6,5,0.545404963185165,0.6366182836771072,0.0912133204919422
ADJ,ADJ,head_left,3-5,compound,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,ADJ,head_left,6+,parataxis,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,ADJ,head_right,3-5,csubj,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,ADV,head_left,3-5,parataxis,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,ADV,head_right,6+,advmod,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,DET,head_left,1-2,acl,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,NOUN,head_left,1-2,acl,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,NOUN,head_left,3-5,conj,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,NOUN,head_right,1-2,acl,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,NOUN,head_right,1-2,advmod,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,NOUN,head_right,3-5,csubj,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,NOUN,head_right,6+,reparandum,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,PRON,head_right,1-2,nmod,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,VERB,head_left,3-5,advcl,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,VERB,head_left,3-5,advmod,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,VERB,head_right,1-2,amod,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,VERB,head_right,1-2,nsubj,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,VERB,head_right,3-5,csubj,1,0,0.0909008271975275,0.0,0.0909008271975275
ADJ,VERB,head_right,6+,amod,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,ADJ,head_left,1-2,case,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,ADJ,head_right,1-2,compound,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,ADJ,head_right,1-2,mark,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,ADV,head_left,1-2,mark,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,NOUN,head_right,6+,acl,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,NOUN,head_right,6+,mark,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,NUM,head_right,6+,case,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,PART,head_right,6+,case,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,PRON,head_left,1-2,case,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,PRON,head_left,1-2,obl,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,PROPN,head_left,3-5,case,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,PROPN,head_right,1-2,cc,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,PROPN,head_right,3-5,case,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,VERB,head_left,1-2,ccomp,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,VERB,head_left,3-5,ccomp,1,0,0.0909008271975275,0.0,0.0909008271975275
ADP,VERB,head_right,3-5,advcl,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,ADJ,head_left,3-5,conj,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,ADJ,head_right,1-2,discourse,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,ADJ,head_right,6+,advcl,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,ADJ,head_right,6+,discourse,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,ADJ,head_right,6+,reparandum,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,ADV,head_left,1-2,mark,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,ADV,head_right,1-2,discourse,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,AUX,head_right,6+,advmod,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,NOUN,head_left,1-2,parataxis,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,NOUN,head_right,1-2,nmod,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,NOUN,head_right,6+,amod,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,NOUN,head_right,6+,reparandum,1,0,0.0909008271975275,0.0,0.0909008271975275
ADV,PROPN,head_left,3-5,conj,1,0,0.0909008271975275,0.0,0.0909008271975275
