dependent_upos,head_upos,direction,distance_bucket,base_deprel,yue_count,zh_count,yue_per_1000_tokens,zh_per_1000_tokens,absolute_rate_difference
AUX,VERB,head_right,6+,reparandum,3,0,0.2155482109498491,0.0,0.2155482109498491
INTJ,ADV,head_right,1-2,discourse,3,0,0.2155482109498491,0.0,0.2155482109498491
INTJ,PROPN,head_left,1-2,discourse,3,0,0.2155482109498491,0.0,0.2155482109498491
NOUN,ADJ,head_left,3-5,conj,3,0,0.2155482109498491,0.0,0.2155482109498491
NOUN,AUX,head_left,1-2,obj,3,0,0.2155482109498491,0.0,0.2155482109498491
NOUN,AUX,head_left,6+,obj,3,0,0.2155482109498491,0.0,0.2155482109498491
NOUN,NOUN,head_right,1-2,nsubj,3,0,0.2155482109498491,0.0,0.2155482109498491
NOUN,NUM,head_right,1-2,compound,3,0,0.2155482109498491,0.0,0.2155482109498491
NOUN,PROPN,head_right,1-2,clf,3,0,0.2155482109498491,0.0,0.2155482109498491
PART,AUX,head_left,6+,discourse,3,0,0.2155482109498491,0.0,0.2155482109498491
PART,NOUN,head_left,6+,discourse,3,0,0.2155482109498491,0.0,0.2155482109498491
PRON,NOUN,head_right,3-5,reparandum,3,0,0.2155482109498491,0.0,0.2155482109498491
PRON,PRON,head_right,1-2,compound,3,0,0.2155482109498491,0.0,0.2155482109498491
PUNCT,NUM,head_left,3-5,punct,3,0,0.2155482109498491,0.0,0.2155482109498491
VERB,ADJ,head_right,1-2,advcl,3,0,0.2155482109498491,0.0,0.2155482109498491
VERB,AUX,head_left,6+,conj,3,0,0.2155482109498491,0.0,0.2155482109498491
VERB,NOUN,head_right,3-5,case,3,0,0.2155482109498491,0.0,0.2155482109498491
VERB,PRON,head_right,1-2,acl,3,0,0.2155482109498491,0.0,0.2155482109498491
VERB,VERB,head_left,1-2,discourse,3,0,0.2155482109498491,0.0,0.2155482109498491
ADJ,NOUN,head_right,3-5,amod,10,5,0.7184940364994971,0.506380392951185,0.21211364354831208
PRON,NOUN,head_right,6+,nsubj,10,5,0.7184940364994971,0.506380392951185,0.21211364354831208
PUNCT,NOUN,head_left,6+,punct,14,12,1.005891651099296,1.2153129430828438,0.20942129198354786
NOUN,VERB,head_right,6+,obl,38,29,2.7302773386980888,2.9370062791168725,0.20672894041878376
AUX,PROPN,head_right,1-2,cop,7,7,0.502945825549648,0.7089325501316589,0.20598672458201095
NOUN,NOUN,head_right,1-2,obl,7,7,0.502945825549648,0.7089325501316589,0.20598672458201095
NUM,NOUN,head_left,1-2,conj,7,7,0.502945825549648,0.7089325501316589,0.20598672458201095
PRON,VERB,head_left,1-2,iobj,7,7,0.502945825549648,0.7089325501316589,0.20598672458201095
ADJ,ADJ,head_left,3-5,parataxis,0,2,0.0,0.20255215718047398,0.20255215718047398
ADJ,AUX,head_left,3-5,parataxis,0,2,0.0,0.20255215718047398,0.20255215718047398
ADP,NOUN,head_right,3-5,mark,0,2,0.0,0.20255215718047398,0.20255215718047398
ADP,VERB,head_left,1-2,case,0,2,0.0,0.20255215718047398,0.20255215718047398
ADP,VERB,head_left,1-2,conj,0,2,0.0,0.20255215718047398,0.20255215718047398
ADV,PROPN,head_right,6+,advmod,0,2,0.0,0.20255215718047398,0.20255215718047398
DET,VERB,head_right,3-5,det,0,2,0.0,0.20255215718047398,0.20255215718047398
NOUN,ADJ,head_left,1-2,obj,0,2,0.0,0.20255215718047398,0.20255215718047398
NOUN,ADJ,head_left,3-5,obj,0,2,0.0,0.20255215718047398,0.20255215718047398
NOUN,ADP,head_right,1-2,nsubj,0,2,0.0,0.20255215718047398,0.20255215718047398
NOUN,NOUN,head_left,1-2,parataxis,0,2,0.0,0.20255215718047398,0.20255215718047398
NOUN,NOUN,head_left,3-5,advcl,0,2,0.0,0.20255215718047398,0.20255215718047398
NOUN,NOUN,head_right,1-2,acl,0,2,0.0,0.20255215718047398,0.20255215718047398
NOUN,NOUN,head_right,3-5,amod,0,2,0.0,0.20255215718047398,0.20255215718047398
NOUN,PROPN,head_right,1-2,compound,0,2,0.0,0.20255215718047398,0.20255215718047398
NOUN,VERB,head_right,6+,advcl,0,2,0.0,0.20255215718047398,0.20255215718047398
NUM,NOUN,head_left,1-2,nummod,0,2,0.0,0.20255215718047398,0.20255215718047398
NUM,PROPN,head_right,1-2,nummod,0,2,0.0,0.20255215718047398,0.20255215718047398
NUM,VERB,head_left,1-2,nummod,0,2,0.0,0.20255215718047398,0.20255215718047398
NUM,VERB,head_right,6+,advcl,0,2,0.0,0.20255215718047398,0.20255215718047398
VERB,ADJ,head_right,1-2,obl,0,2,0.0,0.20255215718047398,0.20255215718047398
VERB,AUX,head_left,3-5,parataxis,0,2,0.0,0.20255215718047398,0.20255215718047398
VERB,DET,head_left,1-2,acl,0,2,0.0,0.20255215718047398,0.20255215718047398
VERB,NOUN,head_right,6+,csubj,0,2,0.0,0.20255215718047398,0.20255215718047398
VERB,PRON,head_left,3-5,parataxis,0,2,0.0,0.20255215718047398,0.20255215718047398
VERB,VERB,head_left,1-2,parataxis,0,2,0.0,0.20255215718047398,0.20255215718047398
ADV,NOUN,head_right,6+,advmod,17,14,1.221439862049145,1.4178651002633178,0.1964252382141729
ADP,VERB,head_right,1-2,case,3,4,0.2155482109498491,0.40510431436094796,0.18955610341109885
NOUN,ADJ,head_right,1-2,obl,3,4,0.2155482109498491,0.40510431436094796,0.18955610341109885
NOUN,NOUN,head_left,6+,parataxis,3,4,0.2155482109498491,0.40510431436094796,0.18955610341109885
NOUN,NOUN,head_right,6+,compound,3,4,0.2155482109498491,0.40510431436094796,0.18955610341109885
ADV,VERB,head_left,1-2,compound,4,1,0.28739761459979885,0.10127607859023699,0.18612153600956186
NOUN,PRON,head_left,1-2,case,4,1,0.28739761459979885,0.10127607859023699,0.18612153600956186
PART,VERB,head_left,1-2,advmod,4,1,0.28739761459979885,0.10127607859023699,0.18612153600956186
PRON,VERB,head_right,3-5,obl,4,1,0.28739761459979885,0.10127607859023699,0.18612153600956186
VERB,ADJ,head_left,3-5,parataxis,4,1,0.28739761459979885,0.10127607859023699,0.18612153600956186
ADV,ADJ,head_right,3-5,advmod,18,11,1.2932892656990946,1.1140368644926069,0.17925240120648778
ADJ,VERB,head_left,3-5,ccomp,6,6,0.4310964218996982,0.6076564715414219,0.17656004964172367
PRON,NOUN,head_right,1-2,compound,8,4,0.5747952291995977,0.40510431436094796,0.16969091483864973
ADP,VERB,head_left,1-2,mark,9,8,0.6466446328495473,0.8102086287218959,0.1635639958723486
ADJ,NOUN,head_right,1-2,compound,2,3,0.14369880729989942,0.30382823577071094,0.16012942847081152
ADP,ADJ,head_right,1-2,case,2,3,0.14369880729989942,0.30382823577071094,0.16012942847081152
NOUN,NOUN,head_left,1-2,flat,2,3,0.14369880729989942,0.30382823577071094,0.16012942847081152
NOUN,NOUN,head_left,3-5,appos,2,3,0.14369880729989942,0.30382823577071094,0.16012942847081152
NOUN,PROPN,head_right,1-2,nsubj,2,3,0.14369880729989942,0.30382823577071094,0.16012942847081152
PUNCT,PRON,head_left,6+,punct,2,3,0.14369880729989942,0.30382823577071094,0.16012942847081152
PART,NOUN,head_left,3-5,case,5,2,0.35924701824974853,0.20255215718047398,0.15669486106927455
PUNCT,NUM,head_left,1-2,punct,5,2,0.35924701824974853,0.20255215718047398,0.15669486106927455
VERB,ADJ,head_right,3-5,advcl,5,2,0.35924701824974853,0.20255215718047398,0.15669486106927455
VERB,VERB,head_right,1-2,advcl,36,24,2.5865785313981893,2.4306258861656875,0.15595264523250174
AUX,NOUN,head_right,6+,cop,12,7,0.8621928437993964,0.7089325501316589,0.15326029366773752
AUX,VERB,head_right,6+,aux,12,10,0.8621928437993964,1.01276078590237,0.15056794210297353
NOUN,VERB,head_left,3-5,obj,215,154,15.447621784739187,15.596516102896496,0.1488943181573088
ADJ,ADJ,head_left,6+,parataxis,2,0,0.14369880729989942,0.0,0.14369880729989942
ADJ,ADJ,head_right,1-2,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
ADJ,ADJ,head_right,3-5,advcl,2,0,0.14369880729989942,0.0,0.14369880729989942
ADJ,NOUN,head_right,1-2,acl,2,0,0.14369880729989942,0.0,0.14369880729989942
ADJ,VERB,head_right,1-2,amod,2,0,0.14369880729989942,0.0,0.14369880729989942
ADJ,VERB,head_right,3-5,obl,2,0,0.14369880729989942,0.0,0.14369880729989942
ADJ,VERB,head_right,6+,amod,2,0,0.14369880729989942,0.0,0.14369880729989942
ADP,PROPN,head_right,3-5,case,2,0,0.14369880729989942,0.0,0.14369880729989942
ADP,VERB,head_left,1-2,ccomp,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,ADV,head_left,1-2,mark,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,ADV,head_right,6+,advmod,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,AUX,head_right,3-5,advmod,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,AUX,head_right,6+,advmod,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,VERB,head_left,6+,conj,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,VERB,head_left,6+,discourse,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,VERB,head_left,6+,parataxis,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,VERB,head_right,1-2,mark,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,VERB,head_right,1-2,nsubj,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,VERB,head_right,6+,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
AUX,ADJ,head_right,3-5,aux,2,0,0.14369880729989942,0.0,0.14369880729989942
AUX,ADJ,head_right,3-5,cop,2,0,0.14369880729989942,0.0,0.14369880729989942
AUX,AUX,head_right,3-5,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
CCONJ,ADJ,head_right,6+,advmod,2,0,0.14369880729989942,0.0,0.14369880729989942
CCONJ,AUX,head_right,1-2,cc,2,0,0.14369880729989942,0.0,0.14369880729989942
CCONJ,CCONJ,head_right,1-2,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
CCONJ,PROPN,head_left,1-2,cc,2,0,0.14369880729989942,0.0,0.14369880729989942
DET,VERB,head_right,3-5,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
INTJ,ADJ,head_left,1-2,discourse,2,0,0.14369880729989942,0.0,0.14369880729989942
INTJ,ADJ,head_right,1-2,discourse,2,0,0.14369880729989942,0.0,0.14369880729989942
INTJ,ADJ,head_right,6+,discourse,2,0,0.14369880729989942,0.0,0.14369880729989942
INTJ,DET,head_left,3-5,discourse,2,0,0.14369880729989942,0.0,0.14369880729989942
INTJ,NOUN,head_right,1-2,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
INTJ,VERB,head_right,1-2,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,ADJ,head_right,6+,vocative,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,NOUN,head_left,3-5,obl,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,NOUN,head_right,6+,clf,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,NOUN,head_right,6+,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,PRON,head_left,6+,appos,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,PROPN,head_right,6+,nsubj,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,VERB,head_left,1-2,case,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,VERB,head_left,1-2,ccomp,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,VERB,head_left,1-2,xcomp,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,VERB,head_left,3-5,nsubj,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,VERB,head_right,1-2,dislocated,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,VERB,head_right,1-2,nmod,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,VERB,head_right,3-5,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
NOUN,VERB,head_right,6+,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
NUM,ADJ,head_right,1-2,nummod,2,0,0.14369880729989942,0.0,0.14369880729989942
PART,ADJ,head_left,6+,discourse,2,0,0.14369880729989942,0.0,0.14369880729989942
PART,ADV,head_left,1-2,case,2,0,0.14369880729989942,0.0,0.14369880729989942
PART,DET,head_left,3-5,case,2,0,0.14369880729989942,0.0,0.14369880729989942
PART,PRON,head_left,3-5,case,2,0,0.14369880729989942,0.0,0.14369880729989942
PRON,ADJ,head_left,3-5,nsubj,2,0,0.14369880729989942,0.0,0.14369880729989942
PRON,ADP,head_right,1-2,nsubj,2,0,0.14369880729989942,0.0,0.14369880729989942
PRON,ADV,head_right,3-5,nsubj,2,0,0.14369880729989942,0.0,0.14369880729989942
PRON,AUX,head_right,3-5,nsubj,2,0,0.14369880729989942,0.0,0.14369880729989942
PRON,NOUN,head_right,6+,det,2,0,0.14369880729989942,0.0,0.14369880729989942
PRON,PRON,head_right,3-5,nsubj,2,0,0.14369880729989942,0.0,0.14369880729989942
PRON,VERB,head_left,6+,conj,2,0,0.14369880729989942,0.0,0.14369880729989942
PRON,VERB,head_right,3-5,obj,2,0,0.14369880729989942,0.0,0.14369880729989942
PRON,VERB,head_right,6+,obl,2,0,0.14369880729989942,0.0,0.14369880729989942
PROPN,NOUN,head_right,3-5,compound,2,0,0.14369880729989942,0.0,0.14369880729989942
PROPN,VERB,head_left,1-2,compound,2,0,0.14369880729989942,0.0,0.14369880729989942
PROPN,VERB,head_left,6+,obj,2,0,0.14369880729989942,0.0,0.14369880729989942
PROPN,VERB,head_right,1-2,vocative,2,0,0.14369880729989942,0.0,0.14369880729989942
PUNCT,ADP,head_right,1-2,punct,2,0,0.14369880729989942,0.0,0.14369880729989942
PUNCT,ADV,head_right,6+,punct,2,0,0.14369880729989942,0.0,0.14369880729989942
SCONJ,NOUN,head_left,1-2,case,2,0,0.14369880729989942,0.0,0.14369880729989942
SCONJ,PRON,head_right,1-2,mark,2,0,0.14369880729989942,0.0,0.14369880729989942
VERB,ADV,head_left,3-5,parataxis,2,0,0.14369880729989942,0.0,0.14369880729989942
VERB,NOUN,head_right,3-5,reparandum,2,0,0.14369880729989942,0.0,0.14369880729989942
VERB,PRON,head_left,6+,ccomp,2,0,0.14369880729989942,0.0,0.14369880729989942
VERB,VERB,head_left,3-5,discourse,2,0,0.14369880729989942,0.0,0.14369880729989942
VERB,VERB,head_left,6+,compound,2,0,0.14369880729989942,0.0,0.14369880729989942
ADV,ADP,head_right,6+,advmod,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
ADV,DET,head_right,1-2,advmod,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
ADV,NOUN,head_left,1-2,advmod,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
ADV,NUM,head_right,1-2,advmod,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
ADV,VERB,head_right,3-5,cc,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
AUX,NOUN,head_right,6+,aux,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
DET,VERB,head_left,1-2,obj,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
NOUN,ADV,head_right,1-2,obl,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
NOUN,NOUN,head_left,1-2,clf,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
NOUN,NOUN,head_left,3-5,parataxis,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
NOUN,PRON,head_left,3-5,conj,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
PROPN,NOUN,head_left,3-5,appos,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
SCONJ,NOUN,head_right,3-5,mark,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
VERB,ADJ,head_left,1-2,parataxis,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
VERB,ADJ,head_right,3-5,csubj,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
VERB,AUX,head_left,6+,parataxis,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
VERB,VERB,head_left,1-2,obj,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
VERB,VERB,head_left,6+,obj,1,2,0.07184940364994971,0.20255215718047398,0.13070275353052427
PUNCT,AUX,head_left,6+,punct,6,3,0.4310964218996982,0.30382823577071094,0.12726818612898727
ADJ,VERB,head_left,6+,parataxis,4,4,0.28739761459979885,0.40510431436094796,0.11770669976114911
ADP,VERB,head_left,6+,mark,4,4,0.28739761459979885,0.40510431436094796,0.11770669976114911
VERB,NOUN,head_left,3-5,conj,4,4,0.28739761459979885,0.40510431436094796,0.11770669976114911
ADJ,ADJ,head_left,6+,conj,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
AUX,PROPN,head_right,3-5,cop,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
CCONJ,NUM,head_right,1-2,cc,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
NOUN,NOUN,head_right,3-5,vocative,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
NOUN,PROPN,head_right,3-5,nsubj,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
NOUN,VERB,head_left,3-5,compound,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
NOUN,VERB,head_right,3-5,nmod,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
PART,ADP,head_left,1-2,mark,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
PART,AUX,head_left,3-5,discourse,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
PART,PROPN,head_left,3-5,discourse,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
PART,VERB,head_right,1-2,discourse,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
PRON,VERB,head_left,1-2,nsubj,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
PUNCT,DET,head_left,3-5,punct,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
VERB,NOUN,head_left,6+,conj,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
VERB,VERB,head_right,6+,csubj,3,1,0.2155482109498491,0.10127607859023699,0.11427213235961212
CCONJ,VERB,head_right,1-2,cc,21,16,1.5088374766489439,1.6204172574437918,0.11157978079484798
NOUN,VERB,head_left,1-2,compound,10,6,0.7184940364994971,0.6076564715414219,0.11083756495807517
AUX,ADJ,head_right,1-2,cop,14,11,1.005891651099296,1.1140368644926069,0.10814521339331096
NOUN,NOUN,head_left,6+,conj,14,11,1.005891651099296,1.1140368644926069,0.10814521339331096
ADJ,ADJ,head_left,1-2,amod,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,ADV,head_right,1-2,advmod,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,AUX,head_left,6+,parataxis,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,NOUN,head_left,1-2,parataxis,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,NOUN,head_right,3-5,advmod,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,PRON,head_left,1-2,appos,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,PRON,head_right,1-2,acl,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,PROPN,head_left,3-5,parataxis,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,PROPN,head_right,3-5,amod,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,VERB,head_right,1-2,csubj,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,VERB,head_right,3-5,nsubj,0,1,0.0,0.10127607859023699,0.10127607859023699
ADP,NOUN,head_right,1-2,cc,0,1,0.0,0.10127607859023699,0.10127607859023699
ADP,NOUN,head_right,1-2,mark,0,1,0.0,0.10127607859023699,0.10127607859023699
ADP,PRON,head_right,6+,case,0,1,0.0,0.10127607859023699,0.10127607859023699
ADP,VERB,head_left,6+,advcl,0,1,0.0,0.10127607859023699,0.10127607859023699
ADP,VERB,head_left,6+,ccomp,0,1,0.0,0.10127607859023699,0.10127607859023699
ADP,VERB,head_right,3-5,cc,0,1,0.0,0.10127607859023699,0.10127607859023699
ADV,ADV,head_right,3-5,discourse,0,1,0.0,0.10127607859023699,0.10127607859023699
ADV,NOUN,head_left,6+,acl,0,1,0.0,0.10127607859023699,0.10127607859023699
ADV,NUM,head_left,3-5,advmod,0,1,0.0,0.10127607859023699,0.10127607859023699
ADV,PRON,head_right,6+,advmod,0,1,0.0,0.10127607859023699,0.10127607859023699
ADV,VERB,head_right,1-2,obl,0,1,0.0,0.10127607859023699,0.10127607859023699
ADV,VERB,head_right,6+,advcl,0,1,0.0,0.10127607859023699,0.10127607859023699
AUX,ADP,head_right,1-2,aux,0,1,0.0,0.10127607859023699,0.10127607859023699
AUX,NOUN,head_left,1-2,acl,0,1,0.0,0.10127607859023699,0.10127607859023699
AUX,PROPN,head_right,1-2,aux,0,1,0.0,0.10127607859023699,0.10127607859023699
AUX,VERB,head_left,1-2,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
AUX,VERB,head_left,6+,parataxis,0,1,0.0,0.10127607859023699,0.10127607859023699
AUX,VERB,head_right,1-2,xcomp,0,1,0.0,0.10127607859023699,0.10127607859023699
AUX,VERB,head_right,3-5,ccomp,0,1,0.0,0.10127607859023699,0.10127607859023699
AUX,VERB,head_right,3-5,cop,0,1,0.0,0.10127607859023699,0.10127607859023699
AUX,VERB,head_right,6+,advcl,0,1,0.0,0.10127607859023699,0.10127607859023699
CCONJ,ADJ,head_right,3-5,advmod,0,1,0.0,0.10127607859023699,0.10127607859023699
CCONJ,ADJ,head_right,3-5,cc,0,1,0.0,0.10127607859023699,0.10127607859023699
CCONJ,ADV,head_right,1-2,advmod,0,1,0.0,0.10127607859023699,0.10127607859023699
CCONJ,DET,head_right,1-2,cc,0,1,0.0,0.10127607859023699,0.10127607859023699
CCONJ,NOUN,head_right,3-5,advmod,0,1,0.0,0.10127607859023699,0.10127607859023699
CCONJ,PROPN,head_right,6+,advmod,0,1,0.0,0.10127607859023699,0.10127607859023699
CCONJ,VERB,head_left,1-2,cc,0,1,0.0,0.10127607859023699,0.10127607859023699
CCONJ,VERB,head_left,3-5,cc,0,1,0.0,0.10127607859023699,0.10127607859023699
DET,NOUN,head_right,1-2,amod,0,1,0.0,0.10127607859023699,0.10127607859023699
DET,NOUN,head_right,1-2,nsubj,0,1,0.0,0.10127607859023699,0.10127607859023699
DET,NOUN,head_right,3-5,amod,0,1,0.0,0.10127607859023699,0.10127607859023699
DET,NUM,head_right,1-2,det,0,1,0.0,0.10127607859023699,0.10127607859023699
DET,ROOT,ROOT,ROOT,root,0,1,0.0,0.10127607859023699,0.10127607859023699
DET,VERB,head_left,3-5,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
DET,VERB,head_right,3-5,discourse,0,1,0.0,0.10127607859023699,0.10127607859023699
INTJ,ADJ,head_left,3-5,discourse,0,1,0.0,0.10127607859023699,0.10127607859023699
INTJ,AUX,head_right,1-2,discourse,0,1,0.0,0.10127607859023699,0.10127607859023699
INTJ,PRON,head_right,3-5,discourse,0,1,0.0,0.10127607859023699,0.10127607859023699
INTJ,VERB,head_left,3-5,parataxis,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,ADJ,head_left,3-5,parataxis,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,ADJ,head_left,6+,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,ADJ,head_right,1-2,clf,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,ADV,head_left,1-2,clf,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,ADV,head_left,1-2,obj,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,AUX,head_left,3-5,obl,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,NOUN,head_left,1-2,obj,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,NOUN,head_left,3-5,flat,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,NOUN,head_right,1-2,advcl,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,NOUN,head_right,6+,amod,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,NUM,head_left,6+,appos,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,PRON,head_left,1-2,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,PRON,head_left,1-2,flat,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,PRON,head_right,1-2,clf,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,PRON,head_right,1-2,obl,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,PRON,head_right,3-5,obl,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,PROPN,head_left,3-5,case,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,PROPN,head_left,6+,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,PROPN,head_right,3-5,compound,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,SCONJ,head_right,1-2,obl,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,VERB,head_right,1-2,amod,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,VERB,head_right,3-5,compound,0,1,0.0,0.10127607859023699,0.10127607859023699
NOUN,VERB,head_right,6+,ccomp,0,1,0.0,0.10127607859023699,0.10127607859023699
NUM,DET,head_left,1-2,nummod,0,1,0.0,0.10127607859023699,0.10127607859023699
NUM,NUM,head_left,1-2,clf,0,1,0.0,0.10127607859023699,0.10127607859023699
NUM,NUM,head_left,3-5,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
NUM,VERB,head_right,1-2,nummod,0,1,0.0,0.10127607859023699,0.10127607859023699
PART,ADV,head_left,3-5,mark,0,1,0.0,0.10127607859023699,0.10127607859023699
PART,NOUN,head_left,6+,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
PART,NOUN,head_right,6+,case,0,1,0.0,0.10127607859023699,0.10127607859023699
PART,PRON,head_left,1-2,mark,0,1,0.0,0.10127607859023699,0.10127607859023699
PRON,ADJ,head_left,1-2,obj,0,1,0.0,0.10127607859023699,0.10127607859023699
PRON,ADJ,head_right,1-2,obl,0,1,0.0,0.10127607859023699,0.10127607859023699
PRON,NOUN,head_left,1-2,nmod,0,1,0.0,0.10127607859023699,0.10127607859023699
PRON,PROPN,head_right,6+,nsubj,0,1,0.0,0.10127607859023699,0.10127607859023699
PRON,VERB,head_left,3-5,ccomp,0,1,0.0,0.10127607859023699,0.10127607859023699
PROPN,ADJ,head_right,3-5,obl,0,1,0.0,0.10127607859023699,0.10127607859023699
PROPN,ADV,head_right,3-5,nsubj,0,1,0.0,0.10127607859023699,0.10127607859023699
PROPN,NOUN,head_right,1-2,dislocated,0,1,0.0,0.10127607859023699,0.10127607859023699
PROPN,NOUN,head_right,3-5,acl,0,1,0.0,0.10127607859023699,0.10127607859023699
PROPN,VERB,head_left,1-2,xcomp,0,1,0.0,0.10127607859023699,0.10127607859023699
PROPN,VERB,head_left,3-5,vocative,0,1,0.0,0.10127607859023699,0.10127607859023699
PROPN,VERB,head_right,6+,obj,0,1,0.0,0.10127607859023699,0.10127607859023699
PUNCT,ADP,head_left,6+,punct,0,1,0.0,0.10127607859023699,0.10127607859023699
PUNCT,ADP,head_right,3-5,punct,0,1,0.0,0.10127607859023699,0.10127607859023699
PUNCT,ADP,head_right,6+,punct,0,1,0.0,0.10127607859023699,0.10127607859023699
